id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,image_hyperlinks,phyenotype (metamorphosis stage),tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_subphylum_name,taxon_species_name,taxon_subspecies_name
12766384,7/18/2015 9:07,7/18/2015,2015-07-18 13:07:30 UTC,Indiana (East),979991,bethinbrowncounty,2018-05-24 12:05:29 UTC,2019-08-05 14:09:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12766384,https://static.inaturalist.org/photos/18500257/medium.jpg?1527163521,https://static.inaturalist.org/photos/18500257/medium.jpg?1527163521,butterfly,,,1,0,FALSE,,Goose Pond FWA,38.970349,-87.199961,,,,FALSE,,,Indiana,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
12766385,7/18/2015 9:08,7/18/2015,2015-07-18 13:08:36 UTC,Indiana (East),979991,bethinbrowncounty,2018-05-24 12:05:32 UTC,2019-08-05 14:08:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12766385,https://static.inaturalist.org/photos/18500258/medium.jpg?1527163522,https://static.inaturalist.org/photos/18500258/medium.jpg?1527163522,butterfly,,,1,0,FALSE,,Goose Pond FWA,38.970349,-87.199961,,,,FALSE,,,Indiana,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
13316374,2018/06/03 11:48 AM CDT,6/3/2018,2018-06-03 16:48:00 UTC,Central Time (US & Canada),21288,russh,2018-06-10 23:27:38 UTC,2020-09-24 04:33:30 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/13316374,https://static.inaturalist.org/photos/19503568/medium.jpeg?1528671647,https://static.inaturalist.org/photos/19503568/medium.jpeg?1528671647,butterfly,,,2,0,FALSE,,"Near South Side, Chicago, IL, USA",41.84910517,-87.61154387,488,,,FALSE,,,Illinois,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
13559483,Mon Jun 18 2018 13:03:57 GMT-0700 (PDT),6/18/2018,2018-06-18 20:03:57 UTC,Pacific Time (US & Canada),994233,bonnienickel,2018-06-18 20:10:06 UTC,2020-09-23 17:23:14 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/13559483,https://static.inaturalist.org/photos/19936341/medium.jpg?1529352635,https://static.inaturalist.org/photos/19936341/medium.jpg?1529352635,butterfly,,,1,0,FALSE,3,"3628 Charles St, San Diego, CA, US",32.71801167,-117.2442783,5,,,FALSE,,,California,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
13762226,2018/06/24 9:11 AM CDT,6/24/2018,2018-06-24 14:11:00 UTC,Central Time (US & Canada),21288,russh,2018-06-25 03:58:21 UTC,2018-08-24 04:46:21 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/13762226,https://static.inaturalist.org/photos/20289352/medium.jpeg?1529898971,https://static.inaturalist.org/photos/20289352/medium.jpeg?1529898971,butterfly,,,2,0,FALSE,,"Tarrytown, Austin, TX 78703, USA",30.29073353,-97.7667809,31,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
13762227,2018/06/24 9:11 AM CDT,6/24/2018,2018-06-24 14:11:00 UTC,Central Time (US & Canada),21288,russh,2018-06-25 03:58:21 UTC,2018-06-25 04:39:59 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/13762227,https://static.inaturalist.org/photos/20289358/medium.jpeg?1529898977,https://static.inaturalist.org/photos/20289358/medium.jpeg?1529898977,butterfly,,,1,0,FALSE,,"Tarrytown, Austin, TX 78703, USA",30.29073353,-97.76675944,31,,,FALSE,,,Texas,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
14256401,2018/07/11 6:38 AM CDT,7/11/2018,2018-07-11 11:38:00 UTC,Central Time (US & Canada),289152,chicagomuslima,2018-07-11 12:36:51 UTC,2018-09-11 23:26:49 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/14256401,https://static.inaturalist.org/photos/21160982/medium.jpg?1531312522,https://static.inaturalist.org/photos/21160982/medium.jpg?1531312522,caterpillar,"monarch butterfly, Caterpillar, Larva",,2,0,FALSE,," 3519 N Nora Ave, 60634, USA",41.947969,-87.786171,6307,,,FALSE,,,Illinois,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
14344699,2018/07/13 1:25 PM EDT,7/13/2018,2018-07-13 17:25:00 UTC,Eastern Time (US & Canada),747176,lilfieldguide,2018-07-14 13:37:03 UTC,2018-08-12 15:30:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/14344699,https://static.inaturalist.org/photos/21316583/medium.jpeg?1531575177,https://static.inaturalist.org/photos/21316583/medium.jpeg?1531575177,butterfly,"Monarch, Butterflies, Pollinators, Virginia","Monarch on butterfly milkweed.

Taken w/Nikon COOLPIX P900 by Baron Lin.

Permission to access Smithsonian Conservation Biology Institute (SCBI) is required. Do not trespass. Learn more about SCBI here: https://nationalzoo.si.edu/conservation",2,0,FALSE,,"Smithsonian Conservation Biology Institute, Front Royal, VA, Warren Co.",38.88634498,-78.1640495,84,,,FALSE,,,Virginia,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
14434504,2015/02/08 9:53 PM CST,2/8/2015,2015-02-09 03:53:00 UTC,Central Time (US & Canada),19301,sej_hdz,2018-07-17 03:08:26 UTC,2019-08-01 14:59:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14434504,https://static.inaturalist.org/photos/21480204/medium.jpg?1531796079,https://static.inaturalist.org/photos/21480204/medium.jpg?1531796079,butterfly,,,1,0,FALSE,,Mexico,19.02305656,-98.72868132,11758,obscured,obscured,TRUE,,,México,Mariposa Monarca,Danaus plexippus plexippus,,Insecta,235550,Hexapoda,Danaus plexippus,Danaus plexippus plexippus
14476171,2018/07/14 11:07 AM EDT,7/14/2018,2018-07-14 15:07:00 UTC,Eastern Time (US & Canada),88665,jpage_cwf,2018-07-18 12:52:36 UTC,2018-08-01 01:03:28 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/14476171,https://static.inaturalist.org/photos/21547319/medium.jpg?1531918299,https://static.inaturalist.org/photos/21547319/medium.jpg?1531918299,caterpillar,,,1,0,FALSE,,"Aylmer, Gatineau, QC, Canada",45.39332668,-75.80371045,2,,,FALSE,,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
14669178,Mon Jul 23 2018 17:27:13 GMT-0700 (PDT),7/23/2018,2018-07-24 00:27:13 UTC,Pacific Time (US & Canada),994233,bonnienickel,2018-07-24 00:28:48 UTC,2018-08-11 14:11:17 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/14669178,https://static.inaturalist.org/photos/21870342/medium.jpg?1532392134,https://static.inaturalist.org/photos/21870342/medium.jpg?1532392134,butterfly,,,1,0,FALSE,3,United States,32.75612348,-117.3677369,5,obscured,,TRUE,,,California,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
14873584,Sun May 14 2017 17:59:22 GMT-0700 (PDT),5/14/2017,2017-05-15 00:59:22 UTC,Pacific Time (US & Canada),757405,lostlamb,2018-07-29 08:01:26 UTC,2018-07-29 10:25:14 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/14873584,https://static.inaturalist.org/photos/22201880/medium.jpg?1532851289,https://static.inaturalist.org/photos/22201880/medium.jpg?1532851289,butterfly,,,1,0,FALSE,3,"San Diego County, US-CA, US",32.79583378,-117.1593192,10,obscured,,TRUE,,,California,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
15297286,2012/03/17 9:32 AM CDT,3/17/2012,2012-03-17 14:32:00 UTC,Central Time (US & Canada),21288,russh,2018-08-10 19:56:32 UTC,2018-10-22 14:28:38 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/15297286,https://static.inaturalist.org/photos/22898082/medium.jpeg?1533929023,https://static.inaturalist.org/photos/22898082/medium.jpeg?1533929023,butterfly,,,2,0,FALSE,,"Palm Beach County, FL, USA",26.49884732,-80.21321593,31,,,FALSE,,,Florida,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
15349970,2018/07/23 2:25 PM EDT,7/23/2018,2018-07-23 18:25:00 UTC,Eastern Time (US & Canada),747176,lilfieldguide,2018-08-12 14:54:11 UTC,2019-10-21 14:45:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/15349970,https://static.inaturalist.org/photos/22994848/medium.jpeg?1534084652,https://static.inaturalist.org/photos/22994848/medium.jpeg?1534084652,butterfly,"Monarch, Danausplexippus, Butterflies, Pollinators, Virginia","Taken w/Nikon COOLPIX P900 by Baron Lin.

Permission to access Smithsonian Conservation Biology Institute (SCBI) is required. Do not trespass. Learn more about SCBI here: https://nationalzoo.si.edu/conservation",1,0,FALSE,,"Smithsonian Conservation Biology Institute, Front Royal, VA, Warren Co.",38.8871467,-78.1653155,190,,,FALSE,,,Virginia,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
15691782,Sun Aug 19 2018 12:25:09 GMT-0500 (CDT),8/19/2018,2018-08-19 17:25:09 UTC,Central Time (US & Canada),757985,lrohleder,2018-08-19 17:29:22 UTC,2019-12-06 10:25:09 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/15691782,https://static.inaturalist.org/photos/23419134/medium.jpg?1534699778,https://static.inaturalist.org/photos/23419134/medium.jpg?1534699778,butterfly,,,3,0,FALSE,3,"355–369 Quarry Rd, Pacific, MO, US",38.47341014,-90.81246877,5,,,FALSE,,,Missouri,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
16157436,2018-09-02 12:27:05 PM EDT,9/2/2018,2018-09-02 16:27:05 UTC,Eastern Time (US & Canada),88665,jpage_cwf,2018-09-03 02:59:07 UTC,2018-09-04 19:20:53 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/16157436,https://static.inaturalist.org/photos/24221834/medium.jpeg?1535943554,https://static.inaturalist.org/photos/24221834/medium.jpeg?1535943554,butterfly,,,1,0,FALSE,2,"La Haute-Yamaska, CA-QC, CA",45.36887335,-72.56629955,10,,,FALSE,,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
16228311,2018/08/11 11:55 AM CDT,8/11/2018,2018-08-11 16:55:00 UTC,Central Time (US & Canada),21288,russh,2018-09-05 12:52:23 UTC,2020-07-22 13:52:36 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/16228311,https://static.inaturalist.org/photos/24355283/medium.jpeg?1536150545,https://static.inaturalist.org/photos/24355283/medium.jpeg?1536150545,butterfly,,,1,0,FALSE,,"Coral Gables, FL, USA",25.67696257,-80.27482114,61,,,FALSE,,,Florida,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
16276735,2018-09-05 12:36:15 PM EDT,9/5/2018,2018-09-05 16:36:15 UTC,Eastern Time (US & Canada),88665,jpage_cwf,2018-09-07 02:25:27 UTC,2018-09-12 18:39:42 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/16276735,https://static.inaturalist.org/photos/24441341/medium.jpeg?1536287139,https://static.inaturalist.org/photos/24441341/medium.jpeg?1536287139,chrysalis,,,1,0,FALSE,2,"Gatineau, CA-QC-CO, CA-QC, CA",45.53480402,-75.86863386,10,,,FALSE,,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
16416018,2018/09/10 12:16 PM UTC,9/10/2018,2018-09-10 12:16:00 UTC,UTC,474623,danb,2018-09-11 12:54:51 UTC,2019-12-06 10:26:27 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/16416018,https://static.inaturalist.org/photos/24697582/medium.jpg?1536670397,https://static.inaturalist.org/photos/24697582/medium.jpg?1536670397,butterfly,,,4,0,FALSE,,"Jefferson City, MO, USA",38.5885671,-92.23216498,2,,,FALSE,,,Missouri,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
16511286,2018/09/13 9:48 PM CDT,9/13/2018,2018-09-14 02:48:00 UTC,Central Time (US & Canada),21288,russh,2018-09-14 02:49:15 UTC,2018-09-29 22:55:33 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/16511286,https://static.inaturalist.org/photos/24851534/medium.jpeg?1536893273,https://static.inaturalist.org/photos/24851534/medium.jpeg?1536893273,butterfly,,First of the season,2,0,FALSE,,"Tarrytown, Austin, TX 78703, USA",30.2911927,-97.76706956,122,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
16900029,Sun Sep 23 2018 08:41:22 GMT-0400 (EDT),9/23/2018,2018-09-23 12:41:22 UTC,Eastern Time (US & Canada),1197950,carbonp,2018-09-25 12:42:40 UTC,2020-03-23 03:03:36 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/16900029,https://static.inaturalist.org/photos/25530780/medium.jpg?1537879374,https://static.inaturalist.org/photos/25530780/medium.jpg?1537879374,butterfly,,,1,0,FALSE,3,"33809, Lakeland, FL, US",28.31368222,-82.0489575,1432,,,FALSE,,,Florida,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
17762987,2018/10/21 1:23 PM CDT,10/21/2018,2018-10-21 18:23:00 UTC,Central Time (US & Canada),21288,russh,2018-10-23 04:13:49 UTC,2018-10-31 01:52:43 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/17762987,https://static.inaturalist.org/photos/27094921/medium.jpeg?1540267441,https://static.inaturalist.org/photos/27094921/medium.jpeg?1540267441,butterfly,,,5,0,FALSE,,"Tarrytown, Austin, TX 78703, USA",30.29149338,-97.76695575,31,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
17772058,2018/10/21 5:41 PM CDT,10/21/2018,2018-10-21 22:41:00 UTC,Central Time (US & Canada),300417,briannawalther,2018-10-23 16:28:51 UTC,2018-10-24 20:38:27 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/17772058,https://static.inaturalist.org/photos/27111371/medium.jpg?1540312015,https://static.inaturalist.org/photos/27111371/medium.jpg?1540312015,butterfly,,,7,0,FALSE,,"4700 Grover Ave, Austin, TX 78756, USA",30.31761,-97.738244,217,,,FALSE,,,Texas,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
17952621,2018/10/26 10:02 AM CDT,10/26/2018,2018-10-26 15:02:00 UTC,Central Time (US & Canada),21288,russh,2018-10-30 03:10:24 UTC,2018-10-31 01:47:04 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/17952621,https://static.inaturalist.org/photos/27432642/medium.jpeg?1540867316,https://static.inaturalist.org/photos/27432642/medium.jpeg?1540867316,butterfly,,,2,0,FALSE,,"Blanco County, TX, USA",30.29558214,-98.54430326,244,,,FALSE,,,Texas,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
17952636,2018/10/26 12:40 PM CDT,10/26/2018,2018-10-26 17:40:00 UTC,Central Time (US & Canada),21288,russh,2018-10-30 03:10:34 UTC,2018-10-31 01:43:32 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/17952636,https://static.inaturalist.org/photos/27432926/medium.jpeg?1540867738,https://static.inaturalist.org/photos/27432926/medium.jpeg?1540867738,butterfly,,,1,0,FALSE,,"Blanco County, TX, USA",30.27216747,-98.56843189,244,,,FALSE,,,Texas,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
17952653,2018/10/27 2:55 PM CDT,10/27/2018,2018-10-27 19:55:00 UTC,Central Time (US & Canada),21288,russh,2018-10-30 03:10:43 UTC,2018-10-31 02:33:58 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/17952653,https://static.inaturalist.org/photos/27433134/medium.jpeg?1540868225,https://static.inaturalist.org/photos/27433134/medium.jpeg?1540868225,butterfly,,,3,0,FALSE,,"Tarrytown, Austin, TX 78703, USA",30.29154065,-97.76712554,244,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
18007808,2018/10/30 9:13 AM CDT,10/30/2018,2018-10-30 14:13:00 UTC,Central Time (US & Canada),300417,briannawalther,2018-11-01 14:31:34 UTC,2018-11-02 03:10:21 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/18007808,https://static.inaturalist.org/photos/27529249/medium.jpg?1541082670,https://static.inaturalist.org/photos/27529249/medium.jpg?1541082670,butterfly,,,4,0,FALSE,,"6500 Metropolis Dr, Austin, TX 78744, USA",30.2036804,-97.7097067,193,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
18232308,2018/11/05 9:40 AM CST,11/5/2018,2018-11-05 15:40:00 UTC,Central Time (US & Canada),21288,russh,2018-11-08 03:59:24 UTC,2018-11-10 18:55:27 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/18232308,https://static.inaturalist.org/photos/27858991/medium.jpeg?1541648432,https://static.inaturalist.org/photos/27858991/medium.jpeg?1541648432,butterfly,,,5,0,FALSE,,"Tarrytown, Austin, TX 78703, USA",30.29130853,-97.76666467,61,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
18296776,Thu Jul 19 2018 11:28:32 GMT-0300 (ADT),7/19/2018,2018-07-19 14:28:32 UTC,Atlantic Time (Canada),555202,allison_patrick,2018-11-10 01:44:27 UTC,2019-02-22 01:56:11 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/18296776,https://static.inaturalist.org/photos/27954144/medium.jpg?1541814271,https://static.inaturalist.org/photos/27954144/medium.jpg?1541814271,caterpillar,,Monarch butterfly larva feeding on swamp milkweed ,2,0,FALSE,3,"Kings, CA-NB, CA",45.58441285,-66.08693843,5,obscured,open,TRUE,,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
18436585,Thu Jul 19 2018 15:43:31 GMT-0300 (ADT),7/19/2018,2018-07-19 18:43:31 UTC,Atlantic Time (Canada),555202,allison_patrick,2018-11-16 22:06:26 UTC,2019-02-22 00:37:26 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/18436585,https://static.inaturalist.org/photos/28184810/medium.jpg?1542405989,https://static.inaturalist.org/photos/28184810/medium.jpg?1542405989,caterpillar,,Monarch butterfly larva on swamp milkweed,2,0,FALSE,3,"Kars, Kars, NB, CA",45.54957167,-66.013175,5,,open,FALSE,,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
18640884,2018/11/22 1:48 PM CST,11/22/2018,2018-11-22 19:48:00 UTC,Central Time (US & Canada),21288,russh,2018-11-26 02:25:06 UTC,2019-08-27 18:21:16 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/18640884,https://static.inaturalist.org/photos/28532641/medium.jpeg?1543197310,https://static.inaturalist.org/photos/28532641/medium.jpeg?1543197310,butterfly,,,2,0,FALSE,,"Merida, Yucatan, Mexico",20.76886923,-89.65565903,15,,,FALSE,,,Yucatán,Soldier,Danaus eresimus,Soldier,Insecta,50065,Hexapoda,Danaus eresimus,
20243920,2018/08/30 5:43 PM CDT,8/30/2018,2018-08-30 22:43:00 UTC,Central Time (US & Canada),21288,russh,2019-02-10 02:26:59 UTC,2019-09-07 20:18:31 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/20243920,https://static.inaturalist.org/photos/31244285/medium.jpeg?1549763655,https://static.inaturalist.org/photos/31244285/medium.jpeg?1549763655,butterfly,,,3,0,FALSE,,"Kunene Region, Namibia",-20.40407908,14.09998087,15,,,FALSE,,,,African Monarch,Danaus chrysippus orientis,African Monarch,Insecta,571353,Hexapoda,Danaus chrysippus,Danaus chrysippus orientis
20973941,Tue Mar 05 2019 09:57:36 GMT-0800 (PST),3/5/2019,2019-03-05 17:57:36 UTC,Pacific Time (US & Canada),994233,bonnienickel,2019-03-05 18:00:27 UTC,2020-03-02 06:29:59 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/20973941,https://static.inaturalist.org/photos/32387444/medium.jpg?1551808846,https://static.inaturalist.org/photos/32387444/medium.jpg?1551808846,butterfly,,Brand new Monarch!,1,0,FALSE,3,"3628 Charles St, San Diego, CA, US",32.71822167,-117.2442467,10,,,FALSE,,,California,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
21425317,2017/09/10 3:00 PM UTC,9/10/2017,,UTC,1312741,rjryan,2019-03-20 18:13:37 UTC,2019-09-19 21:44:31 UTC,research,,https://www.inaturalist.org/observations/21425317,https://static.inaturalist.org/photos/33147197/medium.jpg?1553105585,https://static.inaturalist.org/photos/33147197/medium.jpg?1553105585,butterfly,,Mating Monarchs,2,0,FALSE,,"5537 Centerville Rd, Williamsburg, VA 23188, USA",37.3195181,-76.7991381,192,,,FALSE,,,Virginia,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
21466055,9/3/2018,9/3/2018,,Eastern Time (US & Canada),1312741,rjryan,2019-03-21 23:25:30 UTC,2019-09-19 21:44:14 UTC,research,,https://www.inaturalist.org/observations/21466055,https://static.inaturalist.org/photos/33213560/medium.jpg?1553210735,https://static.inaturalist.org/photos/33213560/medium.jpg?1553210735,caterpillar,,on Swamp Milkweed in my backyard,3,0,FALSE,3,"Toano, Virginia",37.20246289,-78.55463381,304915,,,FALSE,,,Virginia,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
21689979,2019/03/27 10:25 PM CST,3/27/2019,2019-03-28 04:25:00 UTC,Mexico City,19301,sej_hdz,2019-03-28 04:33:07 UTC,2020-09-08 23:54:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21689979,https://static.inaturalist.org/photos/33585232/medium.jpg?1553747202,https://static.inaturalist.org/photos/33585232/medium.jpg?1553747202,butterfly,,,2,0,FALSE,,Mexico,19.47506915,-99.06526354,77,obscured,obscured,TRUE,,,Distrito Federal,Mariposa Monarca,Danaus plexippus plexippus,,Insecta,235550,Hexapoda,Danaus plexippus,Danaus plexippus plexippus
21875040,2019/01/06 1:55 PM EST,1/6/2019,2019-01-06 18:55:00 UTC,Eastern Time (US & Canada),1568329,rickguyot,2019-04-01 15:40:45 UTC,2019-09-19 21:43:52 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/21875040,https://static.inaturalist.org/photos/33890561/medium.jpg?1554133126,https://static.inaturalist.org/photos/33890561/medium.jpg?1554133126,butterfly,,,4,0,FALSE,,"Chesapeake, VA, USA",36.73173319,-76.38444353,31,,,FALSE,,,Virginia,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
21908080,2019/03/29 10:43 AM CDT,3/29/2019,2019-03-29 15:43:00 UTC,Central Time (US & Canada),21288,russh,2019-04-02 13:55:39 UTC,2020-01-02 19:07:37 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/21908080,https://static.inaturalist.org/photos/33946944/medium.jpeg?1554212371,https://static.inaturalist.org/photos/33946944/medium.jpeg?1554212371,butterfly,,,3,0,FALSE,,"Palm Beach County, FL, USA",26.49899316,-80.21254213,2,,,FALSE,,,Florida,Soldier,Danaus eresimus,Soldier,Insecta,50065,Hexapoda,Danaus eresimus,
21908083,2019/03/29 10:43 AM CDT,3/29/2019,2019-03-29 15:43:00 UTC,Central Time (US & Canada),21288,russh,2019-04-02 13:55:41 UTC,2020-01-02 19:07:31 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/21908083,https://static.inaturalist.org/photos/33946951/medium.jpeg?1554212378,https://static.inaturalist.org/photos/33946951/medium.jpeg?1554212378,butterfly,,,3,0,FALSE,,"Palm Beach County, FL, USA",26.49900981,-80.21242411,4,,,FALSE,,,Florida,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
21998622,2019/04/04 2:05 PM CST,4/4/2019,2019-04-04 20:05:00 UTC,Monterrey,21332,oscar_almeda,2019-04-04 22:46:41 UTC,2019-05-15 18:08:51 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/21998622,https://static.inaturalist.org/photos/34098533/medium.jpg?1554417690,https://static.inaturalist.org/photos/34098533/medium.jpg?1554417690,caterpillar,"mariposa, monarca, insectos, butterfly, entomofauna, asclepias, oruga, caterpillar, endangered, insects, primavera","Encontrada en una Asclepias curassavica, al menos otros 8 individuos.",3,0,FALSE,,"Nuevo León, MX",25.61564249,-100.308228,56,obscured,obscured,TRUE,,,Nuevo León,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
22634504,2019/04/07 12:18 PM EDT,4/7/2019,2019-04-07 16:18:00 UTC,Eastern Time (US & Canada),5245,kent_miller,2019-04-18 00:04:06 UTC,2020-06-18 00:45:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/22634504,https://static.inaturalist.org/photos/35065873/medium.jpeg?1555542502,https://static.inaturalist.org/photos/35065873/medium.jpeg?1555542502,butterfly,,,5,0,FALSE,,"Mission, TX, USA",26.13983702,-98.32851092,61,,,FALSE,,,Texas,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
22636353,2019/04/07 2:42 PM EDT,4/7/2019,2019-04-07 18:42:00 UTC,Eastern Time (US & Canada),5245,kent_miller,2019-04-18 00:49:36 UTC,2019-10-02 21:11:35 UTC,research,CC-BY,https://www.inaturalist.org/observations/22636353,https://static.inaturalist.org/photos/35070559/medium.jpeg?1555546591,https://static.inaturalist.org/photos/35070559/medium.jpeg?1555546591,butterfly,,,2,0,FALSE,,"3333 Butterfly Park, Mission, TX 78572, USA",26.179835,-98.3664926,240,,,FALSE,,,Texas,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
22636355,2019/04/07 2:45 PM EDT,4/7/2019,2019-04-07 18:45:00 UTC,Eastern Time (US & Canada),5245,kent_miller,2019-04-18 00:49:38 UTC,2019-10-02 21:11:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/22636355,https://static.inaturalist.org/photos/35070571/medium.jpeg?1555546600,https://static.inaturalist.org/photos/35070571/medium.jpeg?1555546600,butterfly,,,3,0,FALSE,,"3333 Butterfly Park, Mission, TX 78572, USA",26.179835,-98.3664926,240,,,FALSE,,,Texas,Queen,Danaus gilippus,Queen,Insecta,51743,Hexapoda,Danaus gilippus,
22742676,Wed Apr 17 2019 10:26:06 GMT-0700 (PDT),4/17/2019,2019-04-17 17:26:06 UTC,Pacific Time (US & Canada),422233,jenniferuth,2019-04-20 05:11:32 UTC,2019-04-20 13:55:02 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/22742676,https://static.inaturalist.org/photos/35245598/medium.jpg?1555737095,https://static.inaturalist.org/photos/35245598/medium.jpg?1555737095,butterfly,,,1,0,FALSE,3,"Santa Monica Municipal Airport, Santa Monica, CA, US",34.01535278,-118.4462967,,,,FALSE,,,California,Monarch,Danaus plexippus,Monarch,Insecta,48662,Hexapoda,Danaus plexippus,
